Date,Open,High,Low,Close,Adj Close,Volume
11/18/13,1.57,1.6,1.57,1.59,1.59,6000
11/19/13,1.57,1.59,1.53,1.54,1.54,800
11/20/13,1.55,1.59,1.52,1.52,1.52,5300
11/21/13,1.52,1.54,1.51,1.51,1.51,5000
11/22/13,1.5,1.5,1.41,1.41,1.41,16000
11/25/13,1.47,1.49,1.47,1.49,1.49,14000
11/26/13,1.5,1.5,1.48,1.48,1.48,1700
11/27/13,1.46,1.49,1.44,1.47,1.47,4600
11/29/13,1.48,1.7,1.45,1.69,1.69,30700
12/2/13,1.65,1.68,1.52,1.67,1.67,30300
12/3/13,1.63,1.63,1.54,1.6,1.6,5700
12/4/13,1.56,1.66,1.55,1.59,1.59,10400
12/5/13,1.62,1.7,1.55,1.65,1.65,19200
12/6/13,1.56,1.58,1.55,1.55,1.55,16200
12/9/13,1.55,1.6,1.55,1.59,1.59,3600
12/10/13,1.59,1.59,1.54,1.54,1.54,4000
12/11/13,1.55,1.59,1.55,1.59,1.59,4000
12/12/13,1.6,1.6,1.59,1.6,1.6,10600
12/13/13,1.57,1.59,1.55,1.55,1.55,2700
12/16/13,1.55,1.55,1.47,1.53,1.53,32900
12/17/13,1.5,1.5,1.48,1.49,1.49,6400
12/18/13,1.53,1.53,1.47,1.5,1.5,6000
12/19/13,1.47,1.54,1.43,1.54,1.54,5000
12/20/13,1.48,1.48,1.46,1.46,1.46,2800
12/23/13,1.45,1.54,1.45,1.46,1.46,16600
12/24/13,1.46,1.59,1.46,1.46,1.46,10300
12/26/13,1.45,1.58,1.45,1.58,1.58,25100
12/27/13,1.53,1.58,1.45,1.5,1.5,22600
12/30/13,1.48,1.62,1.45,1.51,1.51,43200
12/31/13,1.52,1.57,1.52,1.55,1.55,13800
1/2/14,1.61,1.74,1.58,1.65,1.65,19700
1/3/14,1.73,1.73,1.52,1.6,1.6,41600
1/6/14,1.59,1.63,1.54,1.6,1.6,13200
1/7/14,1.56,1.58,1.53,1.57,1.57,9500
1/8/14,1.6,1.72,1.55,1.62,1.62,13400
1/9/14,1.68,1.69,1.63,1.67,1.67,4400
1/10/14,1.61,1.77,1.6,1.74,1.74,19800
1/13/14,1.77,1.81,1.66,1.71,1.71,24600
1/14/14,1.8,1.81,1.76,1.79,1.79,10300
1/15/14,1.82,1.87,1.82,1.83,1.83,11100
1/16/14,1.77,1.84,1.6,1.74,1.74,20800
1/17/14,1.7,1.81,1.7,1.74,1.74,24300
1/21/14,1.78,1.99,1.76,1.9,1.9,59100
1/22/14,1.85,1.89,1.78,1.86,1.86,37000
1/23/14,1.88,1.88,1.75,1.8,1.8,8000
1/24/14,1.85,1.89,1.76,1.89,1.89,34700
1/27/14,1.84,1.84,1.76,1.77,1.77,8500
1/28/14,1.7,1.79,1.7,1.79,1.79,3400
1/29/14,1.8,1.8,1.7,1.7,1.7,1800
1/30/14,1.76,1.78,1.64,1.73,1.73,11000
1/31/14,1.73,1.73,1.66,1.66,1.66,14700
2/3/14,1.64,1.69,1.62,1.65,1.65,12700
2/4/14,1.62,1.68,1.62,1.65,1.65,2200
2/5/14,1.62,1.7,1.62,1.7,1.7,3700
2/6/14,1.7,1.73,1.63,1.65,1.65,12600
2/7/14,1.69,1.73,1.68,1.73,1.73,8100
2/10/14,1.75,1.81,1.73,1.75,1.75,2300
2/11/14,1.74,1.82,1.72,1.73,1.73,2800
2/12/14,1.75,1.75,1.7,1.7,1.7,1800
2/13/14,1.68,1.82,1.61,1.66,1.66,9700
2/14/14,1.82,1.82,1.68,1.69,1.69,22500
2/18/14,1.75,1.83,1.71,1.83,1.83,21800
2/19/14,1.8,1.89,1.68,1.68,1.68,301800
2/20/14,1.78,1.78,1.6,1.61,1.61,191200
2/21/14,1.62,1.72,1.53,1.58,1.58,68200
2/24/14,1.7,1.71,1.63,1.67,1.67,24000
2/25/14,1.64,1.71,1.64,1.7,1.7,8300
2/26/14,1.7,1.8,1.65,1.71,1.71,47500
2/27/14,1.73,1.75,1.69,1.75,1.75,8400
2/28/14,1.75,1.75,1.75,1.75,1.75,0
3/3/14,1.71,1.71,1.68,1.71,1.71,10300
3/4/14,1.7,1.71,1.68,1.69,1.69,8200
3/5/14,1.68,1.73,1.68,1.73,1.73,30800
3/6/14,1.77,1.77,1.64,1.64,1.64,29600
3/7/14,1.64,1.76,1.62,1.7,1.7,76300
3/10/14,1.69,1.73,1.64,1.73,1.73,10500
3/11/14,1.67,1.75,1.63,1.73,1.73,71100
3/12/14,1.65,1.74,1.65,1.72,1.72,13600
3/13/14,1.68,1.74,1.53,1.54,1.54,170600
3/14/14,1.62,1.62,1.55,1.6,1.6,13600
3/17/14,1.6,1.6,1.56,1.6,1.6,19500
3/18/14,1.56,1.64,1.56,1.59,1.59,82300
3/19/14,1.63,1.64,1.55,1.59,1.59,61500
3/20/14,1.56,1.56,1.54,1.56,1.56,8100
3/21/14,1.58,1.61,1.54,1.54,1.54,9700
3/24/14,1.6,1.6,1.51,1.55,1.55,42400
3/25/14,1.56,1.67,1.55,1.67,1.67,298400
3/26/14,1.68,1.69,1.54,1.55,1.55,175000
3/27/14,1.55,1.58,1.54,1.57,1.57,62800
3/28/14,1.57,1.63,1.53,1.6,1.6,39200
3/31/14,1.65,2.1,1.56,1.96,1.96,1097600
4/1/14,1.88,1.93,1.71,1.81,1.81,241000
4/2/14,1.77,1.82,1.7,1.78,1.78,78600
4/3/14,1.78,1.78,1.7,1.71,1.71,60700
4/4/14,1.7,1.81,1.63,1.66,1.66,62000
4/7/14,1.64,1.74,1.62,1.69,1.69,30100
4/8/14,1.73,1.77,1.7,1.75,1.75,36200
4/9/14,1.78,1.78,1.69,1.71,1.71,17800
4/10/14,1.66,1.77,1.66,1.71,1.71,9100
4/11/14,1.77,1.77,1.65,1.69,1.69,22600
4/14/14,1.73,1.78,1.66,1.68,1.68,17900
4/15/14,1.72,1.72,1.59,1.61,1.61,20900
4/16/14,1.64,1.67,1.61,1.64,1.64,8200
4/17/14,1.67,1.68,1.63,1.65,1.65,31200
4/21/14,1.67,1.69,1.65,1.66,1.66,7200
4/22/14,1.69,1.7,1.67,1.7,1.7,25800
4/23/14,1.7,1.7,1.63,1.65,1.65,17200
4/24/14,1.63,1.71,1.63,1.65,1.65,41100
4/25/14,1.71,1.71,1.64,1.69,1.69,51500
4/28/14,1.7,1.7,1.63,1.7,1.7,9000
4/29/14,1.7,1.7,1.64,1.69,1.69,5600
4/30/14,1.68,1.68,1.63,1.65,1.65,8900
5/1/14,1.69,1.69,1.65,1.65,1.65,3100
5/2/14,1.66,1.7,1.66,1.7,1.7,10500
5/5/14,1.67,1.69,1.67,1.67,1.67,800
5/6/14,1.7,1.71,1.65,1.65,1.65,14200
5/7/14,1.68,1.73,1.65,1.65,1.65,2200
5/8/14,1.71,1.71,1.59,1.64,1.64,33500
5/9/14,1.62,1.64,1.59,1.6,1.6,7500
5/12/14,1.58,1.59,1.56,1.57,1.57,24900
5/13/14,1.56,1.56,1.52,1.54,1.54,36900
5/14/14,1.52,1.54,1.5,1.51,1.51,14000
5/15/14,1.54,1.59,1.52,1.59,1.59,18300
5/16/14,1.5,1.5,1.15,1.15,1.15,188400
5/19/14,1.35,1.49,1.23,1.29,1.29,192600
5/20/14,1.35,1.42,1.32,1.35,1.35,20400
5/21/14,1.37,1.4,1.35,1.36,1.36,36000
5/22/14,1.36,1.39,1.3,1.32,1.32,11900
5/23/14,1.36,1.4,1.32,1.35,1.35,16800
5/27/14,1.32,1.35,1.31,1.31,1.31,19000
5/28/14,1.35,1.35,1.29,1.31,1.31,8700
5/29/14,1.3,1.32,1.29,1.29,1.29,10200
5/30/14,1.3,1.35,1.3,1.34,1.34,9700
6/2/14,1.37,1.37,1.34,1.34,1.34,3100
6/3/14,1.37,1.38,1.36,1.37,1.37,10000
6/4/14,1.38,1.38,1.36,1.37,1.37,2900
6/5/14,1.36,1.37,1.27,1.27,1.27,25600
6/6/14,1.3,1.33,1.3,1.31,1.31,29400
6/9/14,1.31,1.33,1.23,1.25,1.25,56700
6/10/14,1.28,1.28,1.2,1.2,1.2,63900
6/11/14,1.21,1.28,1.21,1.25,1.25,10800
6/12/14,1.28,1.3,1.26,1.29,1.29,23900
6/13/14,1.29,1.31,1.24,1.31,1.31,12900
6/16/14,1.28,1.28,1.24,1.27,1.27,17500
6/17/14,1.25,1.29,1.24,1.27,1.27,13900
6/18/14,1.24,1.27,1.22,1.24,1.24,21200
6/19/14,1.21,1.25,1.21,1.21,1.21,18300
6/20/14,1.21,1.26,1.21,1.26,1.26,20100
6/23/14,1.26,1.27,1.22,1.27,1.27,1800
6/24/14,1.21,1.25,1.21,1.23,1.23,9100
6/25/14,1.21,1.23,1.16,1.19,1.19,24500
6/26/14,1.16,1.22,1.16,1.21,1.21,24600
6/27/14,1.22,1.24,1.18,1.22,1.22,35400
6/30/14,1.22,1.25,1.22,1.22,1.22,5900
7/1/14,1.18,1.23,1.18,1.19,1.19,10700
7/2/14,1.19,1.22,1.19,1.19,1.19,5200
7/3/14,1.21,1.23,1.19,1.2,1.2,25100
7/7/14,1.19,1.28,1.19,1.23,1.23,73000
7/8/14,1.25,1.39,1.25,1.31,1.31,50400
7/9/14,1.31,1.32,1.29,1.3,1.3,27900
7/10/14,1.27,1.35,1.27,1.35,1.35,68800
7/11/14,1.36,1.46,1.36,1.45,1.45,121300
7/14/14,1.42,1.46,1.4,1.42,1.42,18700
7/15/14,1.42,1.43,1.34,1.4,1.4,25500
7/16/14,1.38,1.45,1.38,1.45,1.45,3200
7/17/14,1.45,1.45,1.36,1.36,1.36,16100
7/18/14,1.41,1.41,1.36,1.37,1.37,3500
7/21/14,1.39,1.39,1.31,1.35,1.35,92200
7/22/14,1.36,1.41,1.33,1.4,1.4,72800
7/23/14,1.43,1.43,1.4,1.43,1.43,2400
7/24/14,1.43,1.45,1.34,1.37,1.37,33600
7/25/14,1.4,1.41,1.37,1.41,1.41,6900
7/28/14,1.41,1.41,1.37,1.4,1.4,6800
7/29/14,1.38,1.39,1.35,1.39,1.39,10600
7/30/14,1.34,1.38,1.34,1.38,1.38,2100
7/31/14,1.35,1.39,1.34,1.36,1.36,10900
8/1/14,1.3,1.38,1.25,1.27,1.27,38300
8/4/14,1.27,1.33,1.22,1.33,1.33,44800
8/5/14,1.33,1.33,1.32,1.32,1.32,5900
8/6/14,1.33,1.35,1.3,1.31,1.31,4100
8/7/14,1.29,1.35,1.24,1.29,1.29,6000
8/8/14,1.24,1.29,1.22,1.22,1.22,18100
8/11/14,1.35,1.35,1.21,1.23,1.23,24400
8/12/14,1.28,1.28,1.23,1.23,1.23,10900
8/13/14,1.23,1.23,1.21,1.22,1.22,2400
8/14/14,1.28,1.34,1.2,1.23,1.23,27500
8/15/14,1.27,1.27,1.24,1.27,1.27,3600
8/18/14,1.32,1.33,1.2,1.21,1.21,15800
8/19/14,1.3,1.3,1.21,1.21,1.21,40600
8/20/14,1.25,1.28,1.23,1.28,1.28,9500
8/21/14,1.23,1.3,1.21,1.22,1.22,14500
8/22/14,1.21,1.22,1.2,1.21,1.21,13400
8/25/14,1.21,1.33,1.21,1.27,1.27,17200
8/26/14,1.21,1.29,1.21,1.24,1.24,26100
8/27/14,1.27,1.27,1.24,1.25,1.25,18200
8/28/14,1.26,1.26,1.23,1.23,1.23,6200
8/29/14,1.23,1.3,1.21,1.28,1.28,32500
9/2/14,1.25,1.28,1.24,1.28,1.28,15600
9/3/14,1.28,1.29,1.27,1.29,1.29,6500
9/4/14,1.28,1.3,1.28,1.3,1.3,5200
9/5/14,1.28,1.38,1.28,1.35,1.35,99800
9/8/14,1.29,1.32,1.27,1.27,1.27,8000
9/9/14,1.31,1.35,1.27,1.28,1.28,39700
9/10/14,1.28,1.35,1.28,1.35,1.35,13000
9/11/14,1.35,1.38,1.34,1.34,1.34,37900
9/12/14,1.35,1.36,1.29,1.3,1.3,17900
9/15/14,1.3,1.32,1.25,1.29,1.29,12600
9/16/14,1.28,1.32,1.28,1.32,1.32,11600
9/17/14,1.26,1.32,1.26,1.31,1.31,7600
9/18/14,1.3,1.32,1.25,1.31,1.31,3500
9/19/14,1.29,1.37,1.26,1.37,1.37,25600
9/22/14,1.35,1.35,1.29,1.32,1.32,9600
9/23/14,1.34,1.38,1.26,1.31,1.31,42500
9/24/14,1.31,1.37,1.31,1.35,1.35,4900
9/25/14,1.32,1.73,1.26,1.5,1.5,599400
9/26/14,1.57,1.57,1.34,1.41,1.41,100700
9/29/14,1.34,1.39,1.3,1.32,1.32,39700
9/30/14,1.37,1.37,1.3,1.33,1.33,22700
10/1/14,1.3,1.34,1.24,1.32,1.32,37900
10/2/14,1.28,1.34,1.24,1.31,1.31,17700
10/3/14,1.24,1.33,1.23,1.31,1.31,53600
10/6/14,1.34,1.35,1.3,1.33,1.33,31600
10/7/14,1.25,1.33,1.25,1.28,1.28,4300
10/8/14,1.31,1.31,1.2,1.29,1.29,45800
10/9/14,1.23,1.31,1.23,1.26,1.26,9200
10/10/14,1.29,1.29,1.24,1.25,1.25,9300
10/13/14,1.25,1.29,1.24,1.26,1.26,15200
10/14/14,1.26,1.28,1.22,1.28,1.28,6600
10/15/14,1.28,1.28,1.21,1.23,1.23,14700
10/16/14,1.26,1.28,1.24,1.27,1.27,9500
10/17/14,1.24,1.27,1.24,1.25,1.25,5200
10/20/14,1.24,1.27,1.24,1.24,1.24,1600
10/21/14,1.23,1.27,1.21,1.23,1.23,26200
10/22/14,1.23,1.27,1.23,1.27,1.27,5900
10/23/14,1.26,1.26,1.2,1.24,1.24,9600
10/24/14,1.23,1.28,1.21,1.24,1.24,31400
10/27/14,1.27,1.29,1.2,1.24,1.24,11700
10/28/14,1.25,1.32,1.21,1.24,1.24,25600
10/29/14,1.25,1.25,1.21,1.22,1.22,20100
10/30/14,1.23,1.32,1.2,1.26,1.26,30900
10/31/14,1.3,1.3,1.17,1.22,1.22,22300
11/3/14,1.26,1.26,1.23,1.24,1.24,14200
11/4/14,1.27,1.27,1.21,1.23,1.23,11700
11/5/14,1.24,1.24,1.21,1.21,1.21,7400
11/6/14,1.2,1.2,1.17,1.18,1.18,4500
11/7/14,1.16,1.2,1.16,1.18,1.18,15400
11/10/14,1.19,1.22,1.19,1.21,1.21,13700
11/11/14,1.2,1.21,1.2,1.2,1.2,2300
11/12/14,1.2,1.2,1.18,1.18,1.18,11900
11/13/14,1.18,1.18,1.15,1.18,1.18,9200
11/14/14,1.18,1.2,1.17,1.19,1.19,4300
11/17/14,1.23,1.23,1.12,1.12,1.12,39600
11/18/14,1.14,1.15,1.12,1.14,1.14,6700
11/19/14,1.15,1.15,1.11,1.14,1.14,7400
11/20/14,1.14,1.14,1.04,1.07,1.07,34100
11/21/14,1.05,1.07,1.03,1.04,1.04,20100
11/24/14,1.04,1.13,1.03,1.05,1.05,41000
11/25/14,1.09,1.1,1.06,1.08,1.08,38300
11/26/14,1.06,1.19,1.06,1.11,1.11,61400
11/28/14,1.08,1.18,1.08,1.1,1.1,9900
12/1/14,1.08,1.2,1.08,1.15,1.15,11800
12/2/14,1.1,1.18,1.1,1.11,1.11,12300
12/3/14,1.1,1.14,1.1,1.11,1.11,13200
12/4/14,1.11,1.19,1.08,1.08,1.08,15900
12/5/14,1.1,1.18,1.1,1.16,1.16,23100
12/8/14,1.18,1.18,1.09,1.1,1.1,8200
12/9/14,1.16,1.16,1.12,1.12,1.12,900
12/10/14,1.1,1.12,1.08,1.08,1.08,8600
12/11/14,1.12,1.18,1.03,1.05,1.05,33800
12/12/14,1.05,1.11,1.03,1.03,1.03,14700
12/15/14,1.03,1.07,0.97,0.97,0.97,24400
12/16/14,1.12,1.12,0.85,0.98,0.98,29000
12/17/14,0.96,0.97,0.91,0.93,0.93,33100
12/18/14,0.97,1.04,0.88,0.91,0.91,44200
12/19/14,0.91,0.93,0.82,0.93,0.93,117900
12/22/14,0.88,0.95,0.84,0.92,0.92,27800
12/23/14,0.9,0.95,0.88,0.9,0.9,10600
12/24/14,0.92,0.95,0.92,0.95,0.95,4100
12/26/14,0.95,1,0.95,1,1,18000
12/29/14,1,1.1,1,1.1,1.1,47900
12/30/14,1.09,1.09,1,1.07,1.07,38500
12/31/14,1.09,1.09,1,1.04,1.04,64500
1/2/15,1.04,1.08,1.02,1.03,1.03,11700
1/5/15,1.1,1.15,1.1,1.11,1.11,51100
1/6/15,1.1,1.21,1.1,1.21,1.21,13700
1/7/15,1.21,1.22,1.02,1.15,1.15,46400
1/8/15,1.15,1.18,1.1,1.11,1.11,29600
1/9/15,1.14,1.16,1.1,1.15,1.15,28500
1/12/15,1.25,1.25,1.11,1.12,1.12,93000
1/13/15,1.13,1.23,1.13,1.19,1.19,1100
1/14/15,1.13,1.15,1.05,1.06,1.06,30200
1/15/15,1.12,1.12,1.06,1.07,1.07,20700
1/16/15,1.06,1.1,0.9,0.98,0.98,76800
1/20/15,0.98,0.99,0.92,0.92,0.92,39000
1/21/15,0.95,1.04,0.86,1.04,1.04,41700
1/22/15,1.04,1.04,1,1.01,1.01,4500
1/23/15,0.98,1.02,0.95,0.97,0.97,35300
1/26/15,1,1,0.97,0.99,0.99,11000
1/27/15,0.96,1.04,0.96,0.97,0.97,10400
1/28/15,1.02,1.02,0.98,0.99,0.99,8700
1/29/15,1,1.01,0.98,0.98,0.98,5600
1/30/15,0.97,0.99,0.95,0.95,0.95,12400
2/2/15,0.95,0.97,0.95,0.95,0.95,15400
2/3/15,0.95,0.98,0.95,0.96,0.96,11400
2/4/15,1,1,0.95,0.95,0.95,7500
2/5/15,1,1,0.95,0.98,0.98,4100
2/6/15,0.95,1,0.95,0.97,0.97,17800
2/9/15,0.95,0.99,0.95,0.95,0.95,22800
2/10/15,0.98,0.98,0.95,0.95,0.95,18100
2/11/15,0.95,0.97,0.93,0.93,0.93,4900
2/12/15,0.93,0.97,0.9,0.91,0.91,16800
2/13/15,0.9,1.02,0.87,0.9,0.9,61100
2/17/15,0.92,0.95,0.91,0.92,0.92,26200
2/18/15,0.96,0.96,0.92,0.95,0.95,13700
2/19/15,0.95,0.95,0.92,0.92,0.92,1200
2/20/15,0.9,0.95,0.9,0.93,0.93,2400
2/23/15,0.94,0.94,0.92,0.92,0.92,1200
2/24/15,0.9,0.99,0.9,0.95,0.95,29800
2/25/15,0.98,0.99,0.95,0.96,0.96,11600
2/26/15,0.91,0.94,0.89,0.91,0.91,20600
2/27/15,0.94,0.94,0.89,0.91,0.91,6100
3/2/15,0.93,0.94,0.92,0.94,0.94,2800
3/3/15,0.89,0.9,0.88,0.89,0.89,6400
3/4/15,0.9,0.9,0.86,0.86,0.86,6600
3/5/15,0.88,0.9,0.88,0.9,0.9,1700
3/6/15,0.86,0.89,0.85,0.88,0.88,6200
3/9/15,0.85,0.85,0.8,0.8,0.8,29800
3/10/15,0.89,0.89,0.81,0.81,0.81,6100
3/11/15,0.86,0.86,0.81,0.84,0.84,8200
3/12/15,0.8,0.82,0.78,0.82,0.82,9500
3/13/15,0.82,0.82,0.77,0.81,0.81,35100
3/16/15,0.8,0.8,0.76,0.77,0.77,8200
3/17/15,0.8,0.81,0.75,0.75,0.75,24400
3/18/15,0.8,0.8,0.75,0.76,0.76,6300
3/19/15,0.75,0.78,0.74,0.77,0.77,11600
3/20/15,0.77,0.77,0.7,0.71,0.71,48900
3/23/15,0.71,0.78,0.71,0.75,0.75,5600
3/24/15,0.75,0.77,0.75,0.75,0.75,1200
3/25/15,0.75,0.78,0.74,0.78,0.78,17100
3/26/15,0.75,0.94,0.75,0.9,0.9,70000
3/27/15,0.84,0.85,0.79,0.84,0.84,14000
3/30/15,0.85,0.93,0.74,0.82,0.82,11500
3/31/15,0.76,0.8,0.76,0.79,0.79,14000
4/1/15,0.83,0.85,0.77,0.81,0.81,8000
4/2/15,0.8,0.8,0.75,0.79,0.79,14200
4/6/15,0.74,0.75,0.72,0.74,0.74,8300
4/7/15,0.73,0.8,0.73,0.78,0.78,8900
4/8/15,0.73,0.77,0.73,0.77,0.77,12700
4/9/15,0.76,0.76,0.74,0.76,0.76,7800
4/10/15,0.73,0.78,0.73,0.73,0.73,600
4/13/15,0.76,0.78,0.73,0.73,0.73,2000
4/14/15,0.73,0.73,0.71,0.73,0.73,15300
4/15/15,0.7,0.75,0.7,0.75,0.75,12600
4/16/15,0.75,0.76,0.71,0.73,0.73,6400
4/17/15,0.7,0.72,0.66,0.67,0.67,19200
4/20/15,0.67,0.71,0.67,0.7,0.7,3400
4/21/15,0.7,0.72,0.7,0.7,0.7,8300
4/22/15,0.67,0.67,0.67,0.67,0.67,400
4/23/15,0.69,0.7,0.67,0.7,0.7,6300
4/24/15,0.7,0.7,0.67,0.67,0.67,4500
4/27/15,0.65,0.68,0.62,0.66,0.66,12900
4/28/15,0.68,0.68,0.61,0.65,0.65,19900
4/29/15,0.63,0.66,0.58,0.64,0.64,39300
4/30/15,0.64,0.66,0.61,0.61,0.61,1600
5/1/15,0.69,0.71,0.69,0.69,0.69,49000
5/4/15,0.66,0.68,0.64,0.66,0.66,2900
5/5/15,0.59,0.71,0.59,0.65,0.65,13300
5/6/15,0.64,0.64,0.64,0.64,0.64,2100
5/7/15,0.61,0.65,0.61,0.65,0.65,17600
5/8/15,0.64,0.72,0.64,0.69,0.69,900
5/11/15,0.62,0.69,0.62,0.63,0.63,10100
5/12/15,0.65,0.68,0.61,0.65,0.65,21600
5/13/15,0.6,0.67,0.6,0.63,0.63,17200
5/14/15,0.66,0.67,0.61,0.61,0.61,6700
5/15/15,0.65,0.67,0.65,0.67,0.67,6100
5/18/15,0.7,0.7,0.65,0.65,0.65,9700
5/19/15,0.66,0.69,0.65,0.65,0.65,2800
5/20/15,0.7,0.7,0.66,0.67,0.67,8400
5/21/15,0.67,0.67,0.67,0.67,0.67,200
5/22/15,0.65,0.69,0.65,0.69,0.69,4400
5/26/15,0.62,0.69,0.62,0.68,0.68,6300
5/27/15,0.7,0.7,0.63,0.68,0.68,1700
5/28/15,0.64,0.64,0.63,0.63,0.63,1800
5/29/15,0.64,0.65,0.63,0.65,0.65,1400
6/1/15,0.66,0.68,0.63,0.63,0.63,2500
6/2/15,0.69,0.69,0.64,0.67,0.67,2900
6/3/15,0.69,0.69,0.65,0.65,0.65,1300
6/4/15,0.65,0.7,0.65,0.68,0.68,18800
6/5/15,0.7,0.7,0.67,0.67,0.67,22700
6/8/15,0.7,0.7,0.7,0.7,0.7,11300
6/9/15,0.7,0.7,0.67,0.7,0.7,9700
6/10/15,0.69,0.73,0.68,0.68,0.68,8700
6/11/15,0.7,0.7,0.68,0.68,0.68,13700
6/12/15,0.7,0.7,0.69,0.7,0.7,17400
6/15/15,0.73,0.73,0.66,0.7,0.7,11800
6/16/15,0.7,0.7,0.65,0.65,0.65,31700
6/17/15,0.69,0.7,0.66,0.66,0.66,4900
6/18/15,0.67,0.69,0.67,0.67,0.67,9400
6/19/15,0.69,0.7,0.65,0.69,0.69,14300
6/22/15,0.67,0.68,0.6,0.68,0.68,15600
6/23/15,0.66,0.68,0.65,0.66,0.66,6500
6/24/15,0.63,0.66,0.62,0.63,0.63,21200
6/25/15,0.63,0.7,0.63,0.64,0.64,9300
6/26/15,0.68,0.73,0.67,0.71,0.71,91100
6/29/15,0.63,0.69,0.63,0.68,0.68,17900
6/30/15,0.68,0.7,0.65,0.69,0.69,14900
7/1/15,0.68,0.69,0.64,0.64,0.64,10200
7/2/15,0.67,0.69,0.67,0.67,0.67,25900
7/6/15,0.7,0.7,0.64,0.68,0.68,24700
7/7/15,0.67,0.68,0.65,0.65,0.65,4800
7/8/15,0.7,0.89,0.69,0.74,0.74,521900
7/9/15,0.73,0.79,0.66,0.66,0.66,140600
7/10/15,0.67,0.7,0.67,0.7,0.7,16800
7/13/15,0.67,0.7,0.65,0.65,0.65,23000
7/14/15,0.65,0.72,0.65,0.72,0.72,111800
7/15/15,0.69,0.72,0.66,0.7,0.7,5500
7/16/15,0.66,0.7,0.61,0.63,0.63,58300
7/17/15,0.64,0.66,0.61,0.65,0.65,24500
7/20/15,0.67,0.68,0.65,0.65,0.65,23100
7/21/15,0.65,0.67,0.65,0.66,0.66,16500
7/22/15,0.67,0.68,0.67,0.68,0.68,1500
7/23/15,0.68,0.68,0.65,0.67,0.67,4300
7/24/15,0.65,0.68,0.64,0.64,0.64,5600
7/27/15,0.65,0.65,0.64,0.65,0.65,6400
7/28/15,0.65,0.67,0.65,0.65,0.65,5800
7/29/15,0.65,0.65,0.64,0.65,0.65,11400
7/30/15,0.67,0.67,0.64,0.66,0.66,4000
7/31/15,0.66,0.67,0.65,0.65,0.65,13800
8/3/15,0.67,0.67,0.64,0.64,0.64,300
8/4/15,0.64,0.67,0.64,0.67,0.67,8500
8/5/15,0.67,0.68,0.66,0.68,0.68,3000
8/6/15,0.66,0.73,0.65,0.66,0.66,25600
8/7/15,0.69,0.69,0.68,0.68,0.68,1400
8/10/15,0.65,0.68,0.64,0.65,0.65,8700
8/11/15,0.92,3.9,0.92,1.7,1.7,6348600
8/12/15,1.77,1.79,1.05,1.15,1.15,2946400
8/13/15,1.01,1.33,1.01,1.04,1.04,406900
8/14/15,1.05,1.59,0.96,1.26,1.26,4711100
8/17/15,1.2,1.25,1.05,1.15,1.15,773400
8/18/15,1.13,1.15,1.08,1.1,1.1,206600
8/19/15,1.13,1.13,0.96,1.07,1.07,223000
8/20/15,1.04,1.15,1,1.06,1.06,241500
8/21/15,1.03,1.06,0.97,1.04,1.04,195900
8/24/15,0.96,1.03,0.95,1.03,1.03,121000
8/25/15,1.01,1.93,1,1.28,1.28,11136000
8/26/15,1.32,1.92,1.32,1.81,1.81,19228200
8/27/15,2.28,2.91,2.03,2.34,2.34,15162900
8/28/15,2.08,2.24,1.59,1.67,1.67,2645900
8/31/15,1.63,1.7,1.34,1.35,1.35,1480300
9/1/15,1.36,1.99,1.35,1.85,1.85,5252200
9/2/15,1.77,1.84,1.52,1.67,1.67,3118300
9/3/15,1.61,1.74,1.54,1.73,1.73,1392000
9/4/15,1.71,1.86,1.57,1.58,1.58,1491200
9/8/15,1.67,1.78,1.58,1.63,1.63,1480000
9/9/15,1.66,1.69,1.53,1.55,1.55,634700
9/10/15,1.54,1.59,1.42,1.45,1.45,460700
9/11/15,1.45,1.53,1.41,1.43,1.43,327700
9/14/15,1.45,1.55,1.43,1.53,1.53,439100
9/15/15,1.53,1.85,1.51,1.73,1.73,2856600
9/16/15,1.82,1.94,1.59,1.6,1.6,2558300
9/17/15,1.56,1.6,1.49,1.55,1.55,492500
9/18/15,1.5,1.65,1.5,1.58,1.58,585100
9/21/15,1.6,1.74,1.52,1.7,1.7,1515000
9/22/15,1.69,1.7,1.61,1.64,1.64,319300
9/23/15,1.7,1.7,1.54,1.59,1.59,381900
9/24/15,1.58,1.67,1.55,1.64,1.64,473500
9/25/15,1.63,1.7,1.45,1.49,1.49,730700
9/28/15,1.54,1.54,1.4,1.43,1.43,304600
9/29/15,1.42,1.48,1.4,1.4,1.4,207100
9/30/15,1.44,1.46,1.32,1.36,1.36,225100
10/1/15,1.38,1.39,1.24,1.27,1.27,348600
10/2/15,1.25,1.29,1.16,1.21,1.21,271800
10/5/15,1.21,1.34,1.21,1.3,1.3,217700
10/6/15,1.33,1.37,1.22,1.27,1.27,134800
10/7/15,1.27,1.3,1.23,1.24,1.24,101400
10/8/15,1.26,1.32,1.24,1.27,1.27,113700
10/9/15,1.31,1.36,1.25,1.32,1.32,219900
10/12/15,1.37,1.37,1.27,1.28,1.28,68100
10/13/15,1.3,1.34,1.25,1.3,1.3,89300
10/14/15,1.3,1.35,1.26,1.27,1.27,43400
10/15/15,1.28,1.34,1.27,1.33,1.33,65300
10/16/15,1.3,1.35,1.28,1.31,1.31,47700
